Highest_grade,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 None,1264,1961,3225,Kyaukmyaung(ST),MMR005004
 Grade 1,424,435,859,Kyaukmyaung(ST),MMR005004
 Grade 2,552,667,1219,Kyaukmyaung(ST),MMR005004
 Grade 3,857,1285,2142,Kyaukmyaung(ST),MMR005004
 Grade 4,1679,2100,3779,Kyaukmyaung(ST),MMR005004
 Grade 5,2894,3324,6218,Kyaukmyaung(ST),MMR005004
 Grade 6,881,951,1832,Kyaukmyaung(ST),MMR005004
 Grade 7,788,684,1472,Kyaukmyaung(ST),MMR005004
 Grade 8,779,636,1415,Kyaukmyaung(ST),MMR005004
 Grade 9,705,626,1331,Kyaukmyaung(ST),MMR005004
 Grade 10,553,366,919,Kyaukmyaung(ST),MMR005004
 Grade 11,681,600,1281,Kyaukmyaung(ST),MMR005004
 College,254,215,469,Kyaukmyaung(ST),MMR005004
 Vocational training,6,6,12,Kyaukmyaung(ST),MMR005004
 Undergraduate diploma,38,6,44,Kyaukmyaung(ST),MMR005004
 Graduate,432,657,1089,Kyaukmyaung(ST),MMR005004
 Postgraduate diploma,8,16,24,Kyaukmyaung(ST),MMR005004
 Master degree,6,18,24,Kyaukmyaung(ST),MMR005004
 PhD,1,2,3,Kyaukmyaung(ST),MMR005004
 Other,642,698,1340,Kyaukmyaung(ST),MMR005004
 Total,13444,15253,28697,Kyaukmyaung(ST),MMR005004
