Highest_grade,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 None,2275,4812,7087,Matupi,MMR004007
 Grade 1,796,744,1540,Matupi,MMR004007
 Grade 2,813,827,1640,Matupi,MMR004007
 Grade 3,892,996,1888,Matupi,MMR004007
 Grade 4,1292,1382,2674,Matupi,MMR004007
 Grade 5,2119,1949,4068,Matupi,MMR004007
 Grade 6,997,855,1852,Matupi,MMR004007
 Grade 7,988,778,1766,Matupi,MMR004007
 Grade 8,1076,896,1972,Matupi,MMR004007
 Grade 9,1317,1233,2550,Matupi,MMR004007
 Grade 10,1428,1536,2964,Matupi,MMR004007
 Grade 11,1135,1119,2254,Matupi,MMR004007
 College,288,255,543,Matupi,MMR004007
 Vocational training,7,17,24,Matupi,MMR004007
 Undergraduate diploma,38,63,101,Matupi,MMR004007
 Graduate,551,390,941,Matupi,MMR004007
 Postgraduate diploma,25,13,38,Matupi,MMR004007
 Master degree,20,8,28,Matupi,MMR004007
 PhD,3,1,4,Matupi,MMR004007
 Other,9,6,15,Matupi,MMR004007
 Total,16069,17880,33949,Matupi,MMR004007
