Highest_grade,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 None,1746,2129,3875,Chiphwe,MMR001005
 Grade 1,375,271,646,Chiphwe,MMR001005
 Grade 2,304,265,569,Chiphwe,MMR001005
 Grade 3,384,266,650,Chiphwe,MMR001005
 Grade 4,323,258,581,Chiphwe,MMR001005
 Grade 5,433,313,746,Chiphwe,MMR001005
 Grade 6,276,195,471,Chiphwe,MMR001005
 Grade 7,202,163,365,Chiphwe,MMR001005
 Grade 8,247,167,414,Chiphwe,MMR001005
 Grade 9,227,179,406,Chiphwe,MMR001005
 Grade 10,252,236,488,Chiphwe,MMR001005
 Grade 11,128,128,256,Chiphwe,MMR001005
 College,32,23,55,Chiphwe,MMR001005
 Vocational training,2,2,4,Chiphwe,MMR001005
 Undergraduate diploma,14,7,21,Chiphwe,MMR001005
 Graduate,117,70,187,Chiphwe,MMR001005
 Postgraduate diploma,-,6,6,Chiphwe,MMR001005
 Master degree,-,1,1,Chiphwe,MMR001005
 Other,1,-,1,Chiphwe,MMR001005
 Total,5063,4679,9742,Chiphwe,MMR001005
