Highest_grade,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 None,459,886,1345,Pabedan,MMR013034
 Grade 1,292,321,613,Pabedan,MMR013034
 Grade 2,311,484,795,Pabedan,MMR013034
 Grade 3,403,586,989,Pabedan,MMR013034
 Grade 4,711,1065,1776,Pabedan,MMR013034
 Grade 5,960,1247,2207,Pabedan,MMR013034
 Grade 6,658,773,1431,Pabedan,MMR013034
 Grade 7,796,738,1534,Pabedan,MMR013034
 Grade 8,1097,1018,2115,Pabedan,MMR013034
 Grade 9,1421,1198,2619,Pabedan,MMR013034
 Grade 10,2038,1852,3890,Pabedan,MMR013034
 Grade 11,1498,1466,2964,Pabedan,MMR013034
 College,939,965,1904,Pabedan,MMR013034
 Vocational training,36,33,69,Pabedan,MMR013034
 Undergraduate diploma,91,63,154,Pabedan,MMR013034
 Graduate,2461,4285,6746,Pabedan,MMR013034
 Postgraduate diploma,52,90,142,Pabedan,MMR013034
 Master degree,56,148,204,Pabedan,MMR013034
 PhD,14,35,49,Pabedan,MMR013034
 Other,59,52,111,Pabedan,MMR013034
 Total,14352,17305,31657,Pabedan,MMR013034
