Highest_grade,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 None,10852,13247,24099,Kyarinseikkyi,MMR003007
 Grade 1,3076,2785,5861,Kyarinseikkyi,MMR003007
 Grade 2,4143,3869,8012,Kyarinseikkyi,MMR003007
 Grade 3,5014,4809,9823,Kyarinseikkyi,MMR003007
 Grade 4,4467,4902,9369,Kyarinseikkyi,MMR003007
 Grade 5,5685,6338,12023,Kyarinseikkyi,MMR003007
 Grade 6,2388,2724,5112,Kyarinseikkyi,MMR003007
 Grade 7,1790,2056,3846,Kyarinseikkyi,MMR003007
 Grade 8,1679,1658,3337,Kyarinseikkyi,MMR003007
 Grade 9,1566,1540,3106,Kyarinseikkyi,MMR003007
 Grade 10,1222,1382,2604,Kyarinseikkyi,MMR003007
 Grade 11,1093,1312,2405,Kyarinseikkyi,MMR003007
 College,364,422,786,Kyarinseikkyi,MMR003007
 Vocational training,24,18,42,Kyarinseikkyi,MMR003007
 Undergraduate diploma,85,72,157,Kyarinseikkyi,MMR003007
 Graduate,474,859,1333,Kyarinseikkyi,MMR003007
 Postgraduate diploma,34,44,78,Kyarinseikkyi,MMR003007
 Master degree,18,8,26,Kyarinseikkyi,MMR003007
 PhD,-,1,1,Kyarinseikkyi,MMR003007
 Other,2017,751,2768,Kyarinseikkyi,MMR003007
 Total,45991,48797,94788,Kyarinseikkyi,MMR003007
