Highest_grade,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 None,6850,10590,17440,Shwepyitha,MMR013007
 Grade 1,3926,4147,8073,Shwepyitha,MMR013007
 Grade 2,4717,5688,10405,Shwepyitha,MMR013007
 Grade 3,6796,9103,15899,Shwepyitha,MMR013007
 Grade 4,10317,13833,24150,Shwepyitha,MMR013007
 Grade 5,19999,26390,46389,Shwepyitha,MMR013007
 Grade 6,11984,13646,25630,Shwepyitha,MMR013007
 Grade 7,9842,9670,19512,Shwepyitha,MMR013007
 Grade 8,12107,11024,23131,Shwepyitha,MMR013007
 Grade 9,15106,13148,28254,Shwepyitha,MMR013007
 Grade 10,14383,12087,26470,Shwepyitha,MMR013007
 Grade 11,19213,17341,36554,Shwepyitha,MMR013007
 College,5464,4819,10283,Shwepyitha,MMR013007
 Vocational training,335,139,474,Shwepyitha,MMR013007
 Undergraduate diploma,526,269,795,Shwepyitha,MMR013007
 Graduate,8181,12690,20871,Shwepyitha,MMR013007
 Postgraduate diploma,167,286,453,Shwepyitha,MMR013007
 Master degree,79,208,287,Shwepyitha,MMR013007
 PhD,30,42,72,Shwepyitha,MMR013007
 Other,827,704,1531,Shwepyitha,MMR013007
 Total,150849,165824,316673,Shwepyitha,MMR013007
