Highest_grade,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 None,5266,6892,12158,Htantapin,MMR007014
 Grade 1,2365,2388,4753,Htantapin,MMR007014
 Grade 2,3203,3755,6958,Htantapin,MMR007014
 Grade 3,4638,6025,10663,Htantapin,MMR007014
 Grade 4,5937,7345,13282,Htantapin,MMR007014
 Grade 5,9837,11355,21192,Htantapin,MMR007014
 Grade 6,3539,3745,7284,Htantapin,MMR007014
 Grade 7,2977,2929,5906,Htantapin,MMR007014
 Grade 8,2920,2488,5408,Htantapin,MMR007014
 Grade 9,2626,2404,5030,Htantapin,MMR007014
 Grade 10,1895,1777,3672,Htantapin,MMR007014
 Grade 11,2202,2305,4507,Htantapin,MMR007014
 College,562,685,1247,Htantapin,MMR007014
 Vocational training,22,18,40,Htantapin,MMR007014
 Undergraduate diploma,105,82,187,Htantapin,MMR007014
 Graduate,889,1631,2520,Htantapin,MMR007014
 Postgraduate diploma,12,36,48,Htantapin,MMR007014
 Master degree,12,20,32,Htantapin,MMR007014
 PhD,1,3,4,Htantapin,MMR007014
 Other,287,158,445,Htantapin,MMR007014
 Total,49295,56041,105336,Htantapin,MMR007014
