Highest_grade,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 None,15313,17615,32928,Nanhsam(South),MMR014013
 Grade 1,2093,1740,3833,Nanhsam(South),MMR014013
 Grade 2,2080,1877,3957,Nanhsam(South),MMR014013
 Grade 3,2667,2605,5272,Nanhsam(South),MMR014013
 Grade 4,2893,2718,5611,Nanhsam(South),MMR014013
 Grade 5,4781,4370,9151,Nanhsam(South),MMR014013
 Grade 6,1962,1752,3714,Nanhsam(South),MMR014013
 Grade 7,1686,1426,3112,Nanhsam(South),MMR014013
 Grade 8,1723,1243,2966,Nanhsam(South),MMR014013
 Grade 9,1843,1323,3166,Nanhsam(South),MMR014013
 Grade 10,1534,1191,2725,Nanhsam(South),MMR014013
 Grade 11,1633,1555,3188,Nanhsam(South),MMR014013
 College,450,370,820,Nanhsam(South),MMR014013
 Vocational training,65,20,85,Nanhsam(South),MMR014013
 Undergraduate diploma,91,53,144,Nanhsam(South),MMR014013
 Graduate,891,1144,2035,Nanhsam(South),MMR014013
 Postgraduate diploma,20,21,41,Nanhsam(South),MMR014013
 Master degree,42,23,65,Nanhsam(South),MMR014013
 PhD,2,2,4,Nanhsam(South),MMR014013
 Other,90,46,136,Nanhsam(South),MMR014013
 Total,41859,41094,82953,Nanhsam(South),MMR014013
