Highest_grade,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 None,9738,17901,27639,Monywa,MMR005012
 Grade 1,4031,4335,8366,Monywa,MMR005012
 Grade 2,5014,7006,12020,Monywa,MMR005012
 Grade 3,8059,11984,20043,Monywa,MMR005012
 Grade 4,13537,19224,32761,Monywa,MMR005012
 Grade 5,34819,43461,78280,Monywa,MMR005012
 Grade 6,9445,10111,19556,Monywa,MMR005012
 Grade 7,9080,8247,17327,Monywa,MMR005012
 Grade 8,10719,8734,19453,Monywa,MMR005012
 Grade 9,11073,8659,19732,Monywa,MMR005012
 Grade 10,10583,9366,19949,Monywa,MMR005012
 Grade 11,11305,10376,21681,Monywa,MMR005012
 College,5047,5547,10594,Monywa,MMR005012
 Vocational training,345,298,643,Monywa,MMR005012
 Undergraduate diploma,753,486,1239,Monywa,MMR005012
 Graduate,12695,18068,30763,Monywa,MMR005012
 Postgraduate diploma,321,599,920,Monywa,MMR005012
 Master degree,409,1247,1656,Monywa,MMR005012
 PhD,70,175,245,Monywa,MMR005012
 Other,1317,1195,2512,Monywa,MMR005012
 Total,158360,187019,345379,Monywa,MMR005012
