Highest_grade,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 None,2335,2900,5235,Saytottara,MMR009011
 Grade 1,584,726,1310,Saytottara,MMR009011
 Grade 2,622,845,1467,Saytottara,MMR009011
 Grade 3,1098,1443,2541,Saytottara,MMR009011
 Grade 4,1286,1777,3063,Saytottara,MMR009011
 Grade 5,6444,7578,14022,Saytottara,MMR009011
 Grade 6,1527,1368,2895,Saytottara,MMR009011
 Grade 7,1303,919,2222,Saytottara,MMR009011
 Grade 8,1321,922,2243,Saytottara,MMR009011
 Grade 9,1486,943,2429,Saytottara,MMR009011
 Grade 10,941,622,1563,Saytottara,MMR009011
 Grade 11,1235,916,2151,Saytottara,MMR009011
 College,276,257,533,Saytottara,MMR009011
 Vocational training,48,29,77,Saytottara,MMR009011
 Undergraduate diploma,35,39,74,Saytottara,MMR009011
 Graduate,536,678,1214,Saytottara,MMR009011
 Postgraduate diploma,14,7,21,Saytottara,MMR009011
 Master degree,6,5,11,Saytottara,MMR009011
 PhD,1,-,1,Saytottara,MMR009011
 Other,39,15,54,Saytottara,MMR009011
 Total,21137,21989,43126,Saytottara,MMR009011
