Highest_grade,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 None,4490,7767,12257,Pyinmana,MMR018006
 Grade 1,2885,3055,5940,Pyinmana,MMR018006
 Grade 2,3453,4520,7973,Pyinmana,MMR018006
 Grade 3,4599,6226,10825,Pyinmana,MMR018006
 Grade 4,8184,10974,19158,Pyinmana,MMR018006
 Grade 5,12765,13705,26470,Pyinmana,MMR018006
 Grade 6,5601,5542,11143,Pyinmana,MMR018006
 Grade 7,5404,4710,10114,Pyinmana,MMR018006
 Grade 8,6455,5119,11574,Pyinmana,MMR018006
 Grade 9,6734,5250,11984,Pyinmana,MMR018006
 Grade 10,7663,6769,14432,Pyinmana,MMR018006
 Grade 11,5239,4437,9676,Pyinmana,MMR018006
 College,2210,2188,4398,Pyinmana,MMR018006
 Vocational training,208,110,318,Pyinmana,MMR018006
 Undergraduate diploma,601,245,846,Pyinmana,MMR018006
 Graduate,5496,7719,13215,Pyinmana,MMR018006
 Postgraduate diploma,96,121,217,Pyinmana,MMR018006
 Master degree,82,88,170,Pyinmana,MMR018006
 PhD,15,12,27,Pyinmana,MMR018006
 Other,327,404,731,Pyinmana,MMR018006
 Total,82507,88961,171468,Pyinmana,MMR018006
