Highest_grade,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 None,5973,10094,16067,Shwebo,MMR005004
 Grade 1,2764,2868,5632,Shwebo,MMR005004
 Grade 2,3798,5169,8967,Shwebo,MMR005004
 Grade 3,5695,8826,14521,Shwebo,MMR005004
 Grade 4,8567,11776,20343,Shwebo,MMR005004
 Grade 5,23648,29906,53554,Shwebo,MMR005004
 Grade 6,6719,7574,14293,Shwebo,MMR005004
 Grade 7,5859,5892,11751,Shwebo,MMR005004
 Grade 8,6364,5599,11963,Shwebo,MMR005004
 Grade 9,6437,5386,11823,Shwebo,MMR005004
 Grade 10,5424,4489,9913,Shwebo,MMR005004
 Grade 11,6630,5541,12171,Shwebo,MMR005004
 College,2727,2626,5353,Shwebo,MMR005004
 Vocational training,261,239,500,Shwebo,MMR005004
 Undergraduate diploma,547,175,722,Shwebo,MMR005004
 Graduate,5613,7846,13459,Shwebo,MMR005004
 Postgraduate diploma,131,310,441,Shwebo,MMR005004
 Master degree,115,353,468,Shwebo,MMR005004
 PhD,23,48,71,Shwebo,MMR005004
 Other,3317,3331,6648,Shwebo,MMR005004
 Total,100612,118048,218660,Shwebo,MMR005004
