Highest_grade,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 None,663,1063,1726,Kamayut,MMR013041
 Grade 1,417,462,879,Kamayut,MMR013041
 Grade 2,504,632,1136,Kamayut,MMR013041
 Grade 3,643,1002,1645,Kamayut,MMR013041
 Grade 4,968,1590,2558,Kamayut,MMR013041
 Grade 5,1968,3417,5385,Kamayut,MMR013041
 Grade 6,1376,1898,3274,Kamayut,MMR013041
 Grade 7,1135,1360,2495,Kamayut,MMR013041
 Grade 8,1646,1815,3461,Kamayut,MMR013041
 Grade 9,2541,2386,4927,Kamayut,MMR013041
 Grade 10,2786,2803,5589,Kamayut,MMR013041
 Grade 11,5475,5697,11172,Kamayut,MMR013041
 College,3561,3311,6872,Kamayut,MMR013041
 Vocational training,268,146,414,Kamayut,MMR013041
 Undergraduate diploma,427,219,646,Kamayut,MMR013041
 Graduate,9855,16009,25864,Kamayut,MMR013041
 Postgraduate diploma,374,789,1163,Kamayut,MMR013041
 Master degree,377,1002,1379,Kamayut,MMR013041
 PhD,172,298,470,Kamayut,MMR013041
 Other,175,146,321,Kamayut,MMR013041
 Total,35331,46045,81376,Kamayut,MMR013041
