Highest_grade,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 None,2450,4053,6503,Mayangon,MMR013042
 Grade 1,1617,1790,3407,Mayangon,MMR013042
 Grade 2,1788,2156,3944,Mayangon,MMR013042
 Grade 3,2405,3247,5652,Mayangon,MMR013042
 Grade 4,3971,6312,10283,Mayangon,MMR013042
 Grade 5,8053,11375,19428,Mayangon,MMR013042
 Grade 6,4786,5749,10535,Mayangon,MMR013042
 Grade 7,4484,4669,9153,Mayangon,MMR013042
 Grade 8,6012,5868,11880,Mayangon,MMR013042
 Grade 9,8145,7125,15270,Mayangon,MMR013042
 Grade 10,9476,8438,17914,Mayangon,MMR013042
 Grade 11,12471,11331,23802,Mayangon,MMR013042
 College,5888,5112,11000,Mayangon,MMR013042
 Vocational training,440,207,647,Mayangon,MMR013042
 Undergraduate diploma,874,417,1291,Mayangon,MMR013042
 Graduate,13726,19785,33511,Mayangon,MMR013042
 Postgraduate diploma,424,585,1009,Mayangon,MMR013042
 Master degree,461,850,1311,Mayangon,MMR013042
 PhD,126,190,316,Mayangon,MMR013042
 Other,210,151,361,Mayangon,MMR013042
 Total,87807,99410,187217,Mayangon,MMR013042
