Highest_grade,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 None,6034,7548,13582,Htantabin,MMR013006
 Grade 1,2673,3153,5826,Htantabin,MMR013006
 Grade 2,3999,4982,8981,Htantabin,MMR013006
 Grade 3,5403,6518,11921,Htantabin,MMR013006
 Grade 4,10675,12354,23029,Htantabin,MMR013006
 Grade 5,11165,11684,22849,Htantabin,MMR013006
 Grade 6,4266,3758,8024,Htantabin,MMR013006
 Grade 7,3891,3121,7012,Htantabin,MMR013006
 Grade 8,3922,2983,6905,Htantabin,MMR013006
 Grade 9,3352,2460,5812,Htantabin,MMR013006
 Grade 10,4175,3484,7659,Htantabin,MMR013006
 Grade 11,1009,717,1726,Htantabin,MMR013006
 College,922,872,1794,Htantabin,MMR013006
 Vocational training,48,48,96,Htantabin,MMR013006
 Undergraduate diploma,89,74,163,Htantabin,MMR013006
 Graduate,1134,1666,2800,Htantabin,MMR013006
 Postgraduate diploma,49,139,188,Htantabin,MMR013006
 Master degree,11,29,40,Htantabin,MMR013006
 PhD,5,1,6,Htantabin,MMR013006
 Other,2074,1627,3701,Htantabin,MMR013006
 Total,64896,67218,132114,Htantabin,MMR013006
