Highest_grade,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 None,8699,12229,20928,Kyonpyaw,MMR017005
 Grade 1,4387,4497,8884,Kyonpyaw,MMR017005
 Grade 2,6128,7011,13139,Kyonpyaw,MMR017005
 Grade 3,9388,11641,21029,Kyonpyaw,MMR017005
 Grade 4,10964,13225,24189,Kyonpyaw,MMR017005
 Grade 5,24632,27399,52031,Kyonpyaw,MMR017005
 Grade 6,6917,6500,13417,Kyonpyaw,MMR017005
 Grade 7,5681,4811,10492,Kyonpyaw,MMR017005
 Grade 8,6006,4562,10568,Kyonpyaw,MMR017005
 Grade 9,5801,4160,9961,Kyonpyaw,MMR017005
 Grade 10,5374,4526,9900,Kyonpyaw,MMR017005
 Grade 11,4069,4019,8088,Kyonpyaw,MMR017005
 College,1329,1499,2828,Kyonpyaw,MMR017005
 Vocational training,70,48,118,Kyonpyaw,MMR017005
 Undergraduate diploma,177,176,353,Kyonpyaw,MMR017005
 Graduate,2132,3716,5848,Kyonpyaw,MMR017005
 Postgraduate diploma,34,67,101,Kyonpyaw,MMR017005
 Master degree,11,52,63,Kyonpyaw,MMR017005
 PhD,4,3,7,Kyonpyaw,MMR017005
 Other,1189,1161,2350,Kyonpyaw,MMR017005
 Total,102992,111302,214294,Kyonpyaw,MMR017005
