Highest_grade,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 None,1405,1309,2714,Khamaukgyi,MMR006009
 Grade 1,577,500,1077,Khamaukgyi,MMR006009
 Grade 2,594,647,1241,Khamaukgyi,MMR006009
 Grade 3,1072,1114,2186,Khamaukgyi,MMR006009
 Grade 4,1125,1157,2282,Khamaukgyi,MMR006009
 Grade 5,2199,1749,3948,Khamaukgyi,MMR006009
 Grade 6,964,687,1651,Khamaukgyi,MMR006009
 Grade 7,665,415,1080,Khamaukgyi,MMR006009
 Grade 8,620,304,924,Khamaukgyi,MMR006009
 Grade 9,700,347,1047,Khamaukgyi,MMR006009
 Grade 10,395,180,575,Khamaukgyi,MMR006009
 Grade 11,526,304,830,Khamaukgyi,MMR006009
 College,120,65,185,Khamaukgyi,MMR006009
 Vocational training,11,1,12,Khamaukgyi,MMR006009
 Undergraduate diploma,36,11,47,Khamaukgyi,MMR006009
 Graduate,288,171,459,Khamaukgyi,MMR006009
 Postgraduate diploma,9,1,10,Khamaukgyi,MMR006009
 Master degree,10,2,12,Khamaukgyi,MMR006009
 Other,9,8,17,Khamaukgyi,MMR006009
 Total,11325,8972,20297,Khamaukgyi,MMR006009
