Highest_grade,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 None,2174,2494,4668,Shwethaungyan(ST),MMR017001
 Grade 1,967,978,1945,Shwethaungyan(ST),MMR017001
 Grade 2,1156,1456,2612,Shwethaungyan(ST),MMR017001
 Grade 3,1549,1967,3516,Shwethaungyan(ST),MMR017001
 Grade 4,2737,2961,5698,Shwethaungyan(ST),MMR017001
 Grade 5,2969,3050,6019,Shwethaungyan(ST),MMR017001
 Grade 6,1659,1475,3134,Shwethaungyan(ST),MMR017001
 Grade 7,1375,1091,2466,Shwethaungyan(ST),MMR017001
 Grade 8,1477,1185,2662,Shwethaungyan(ST),MMR017001
 Grade 9,1539,1258,2797,Shwethaungyan(ST),MMR017001
 Grade 10,1725,1560,3285,Shwethaungyan(ST),MMR017001
 Grade 11,850,778,1628,Shwethaungyan(ST),MMR017001
 College,517,555,1072,Shwethaungyan(ST),MMR017001
 Vocational training,38,22,60,Shwethaungyan(ST),MMR017001
 Undergraduate diploma,37,33,70,Shwethaungyan(ST),MMR017001
 Graduate,1139,1619,2758,Shwethaungyan(ST),MMR017001
 Postgraduate diploma,11,16,27,Shwethaungyan(ST),MMR017001
 Master degree,16,33,49,Shwethaungyan(ST),MMR017001
 PhD,11,4,15,Shwethaungyan(ST),MMR017001
 Other,421,463,884,Shwethaungyan(ST),MMR017001
 Total,22367,22998,45365,Shwethaungyan(ST),MMR017001
