Highest_grade,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 None,8215,10537,18752,Dala,MMR013030
 Grade 1,3725,4401,8126,Dala,MMR013030
 Grade 2,4895,6105,11000,Dala,MMR013030
 Grade 3,6037,7201,13238,Dala,MMR013030
 Grade 4,11784,14109,25893,Dala,MMR013030
 Grade 5,7678,8040,15718,Dala,MMR013030
 Grade 6,4743,4314,9057,Dala,MMR013030
 Grade 7,4902,3995,8897,Dala,MMR013030
 Grade 8,5647,4211,9858,Dala,MMR013030
 Grade 9,5463,4129,9592,Dala,MMR013030
 Grade 10,7671,6472,14143,Dala,MMR013030
 Grade 11,1470,1099,2569,Dala,MMR013030
 College,1852,1429,3281,Dala,MMR013030
 Vocational training,57,34,91,Dala,MMR013030
 Undergraduate diploma,150,61,211,Dala,MMR013030
 Graduate,1977,3825,5802,Dala,MMR013030
 Postgraduate diploma,30,98,128,Dala,MMR013030
 Master degree,23,55,78,Dala,MMR013030
 PhD,5,9,14,Dala,MMR013030
 Other,356,281,637,Dala,MMR013030
 Total,76680,80405,157085,Dala,MMR013030
