Highest_grade,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 None,13936,27549,41485,Natmauk,MMR009006
 Grade 1,2818,3385,6203,Natmauk,MMR009006
 Grade 2,3400,5661,9061,Natmauk,MMR009006
 Grade 3,4831,9009,13840,Natmauk,MMR009006
 Grade 4,7597,10860,18457,Natmauk,MMR009006
 Grade 5,20128,22560,42688,Natmauk,MMR009006
 Grade 6,5500,5555,11055,Natmauk,MMR009006
 Grade 7,4986,4381,9367,Natmauk,MMR009006
 Grade 8,4954,3816,8770,Natmauk,MMR009006
 Grade 9,5022,3752,8774,Natmauk,MMR009006
 Grade 10,4272,3179,7451,Natmauk,MMR009006
 Grade 11,2780,2011,4791,Natmauk,MMR009006
 College,1103,1008,2111,Natmauk,MMR009006
 Vocational training,85,62,147,Natmauk,MMR009006
 Undergraduate diploma,146,76,222,Natmauk,MMR009006
 Graduate,1794,2058,3852,Natmauk,MMR009006
 Postgraduate diploma,35,57,92,Natmauk,MMR009006
 Master degree,19,36,55,Natmauk,MMR009006
 PhD,2,3,5,Natmauk,MMR009006
 Other,85,68,153,Natmauk,MMR009006
 Total,83493,105086,188579,Natmauk,MMR009006
