Highest_grade,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 None,3706,8058,11764,Yanbye,MMR012013
 Grade 1,1551,1792,3343,Yanbye,MMR012013
 Grade 2,2096,3513,5609,Yanbye,MMR012013
 Grade 3,3539,6072,9611,Yanbye,MMR012013
 Grade 4,5593,7136,12729,Yanbye,MMR012013
 Grade 5,7711,8070,15781,Yanbye,MMR012013
 Grade 6,3095,2883,5978,Yanbye,MMR012013
 Grade 7,2628,2228,4856,Yanbye,MMR012013
 Grade 8,2568,2008,4576,Yanbye,MMR012013
 Grade 9,2685,2028,4713,Yanbye,MMR012013
 Grade 10,1601,1285,2886,Yanbye,MMR012013
 Grade 11,2272,2114,4386,Yanbye,MMR012013
 College,610,551,1161,Yanbye,MMR012013
 Vocational training,105,61,166,Yanbye,MMR012013
 Undergraduate diploma,165,157,322,Yanbye,MMR012013
 Graduate,872,1153,2025,Yanbye,MMR012013
 Postgraduate diploma,26,44,70,Yanbye,MMR012013
 Master degree,4,17,21,Yanbye,MMR012013
 PhD,3,3,6,Yanbye,MMR012013
 Other,59,51,110,Yanbye,MMR012013
 Total,40889,49224,90113,Yanbye,MMR012013
