Highest_grade,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 None,6486,11641,18127,Yenangyoung,MMR009002
 Grade 1,1679,1995,3674,Yenangyoung,MMR009002
 Grade 2,2175,3219,5394,Yenangyoung,MMR009002
 Grade 3,2876,4944,7820,Yenangyoung,MMR009002
 Grade 4,4056,6536,10592,Yenangyoung,MMR009002
 Grade 5,10345,14070,24415,Yenangyoung,MMR009002
 Grade 6,3239,3820,7059,Yenangyoung,MMR009002
 Grade 7,3148,3023,6171,Yenangyoung,MMR009002
 Grade 8,3748,3185,6933,Yenangyoung,MMR009002
 Grade 9,4529,3518,8047,Yenangyoung,MMR009002
 Grade 10,3066,2452,5518,Yenangyoung,MMR009002
 Grade 11,3871,3455,7326,Yenangyoung,MMR009002
 College,1421,1208,2629,Yenangyoung,MMR009002
 Vocational training,397,181,578,Yenangyoung,MMR009002
 Undergraduate diploma,391,333,724,Yenangyoung,MMR009002
 Graduate,2288,3769,6057,Yenangyoung,MMR009002
 Postgraduate diploma,47,89,136,Yenangyoung,MMR009002
 Master degree,14,124,138,Yenangyoung,MMR009002
 PhD,11,20,31,Yenangyoung,MMR009002
 Other,1013,1011,2024,Yenangyoung,MMR009002
 Total,54800,68593,123393,Yenangyoung,MMR009002
