Highest_grade,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 None,2432,4433,6865,Putao,MMR001014
 Grade 1,1267,1201,2468,Putao,MMR001014
 Grade 2,1393,1468,2861,Putao,MMR001014
 Grade 3,1969,1977,3946,Putao,MMR001014
 Grade 4,2182,2115,4297,Putao,MMR001014
 Grade 5,3540,3298,6838,Putao,MMR001014
 Grade 6,2500,2102,4602,Putao,MMR001014
 Grade 7,1828,1609,3437,Putao,MMR001014
 Grade 8,1895,1537,3432,Putao,MMR001014
 Grade 9,2211,1930,4141,Putao,MMR001014
 Grade 10,1485,1566,3051,Putao,MMR001014
 Grade 11,2259,2661,4920,Putao,MMR001014
 College,310,306,616,Putao,MMR001014
 Vocational training,19,8,27,Putao,MMR001014
 Undergraduate diploma,68,43,111,Putao,MMR001014
 Graduate,670,600,1270,Putao,MMR001014
 Postgraduate diploma,13,16,29,Putao,MMR001014
 Master degree,32,23,55,Putao,MMR001014
 PhD,4,-,4,Putao,MMR001014
 Other,15,9,24,Putao,MMR001014
 Total,26092,26902,52994,Putao,MMR001014
