Highest_grade,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 None,2493,2748,5241,Kungyangon,MMR013029
 Grade 1,2453,2790,5243,Kungyangon,MMR013029
 Grade 2,3273,3949,7222,Kungyangon,MMR013029
 Grade 3,4272,5100,9372,Kungyangon,MMR013029
 Grade 4,7912,9360,17272,Kungyangon,MMR013029
 Grade 5,10544,11918,22462,Kungyangon,MMR013029
 Grade 6,2946,2876,5822,Kungyangon,MMR013029
 Grade 7,2645,2251,4896,Kungyangon,MMR013029
 Grade 8,2682,2133,4815,Kungyangon,MMR013029
 Grade 9,2223,1842,4065,Kungyangon,MMR013029
 Grade 10,2976,2642,5618,Kungyangon,MMR013029
 Grade 11,795,595,1390,Kungyangon,MMR013029
 College,923,853,1776,Kungyangon,MMR013029
 Vocational training,68,48,116,Kungyangon,MMR013029
 Undergraduate diploma,190,140,330,Kungyangon,MMR013029
 Graduate,1158,2256,3414,Kungyangon,MMR013029
 Postgraduate diploma,20,74,94,Kungyangon,MMR013029
 Master degree,8,20,28,Kungyangon,MMR013029
 PhD,5,2,7,Kungyangon,MMR013029
 Other,1759,1352,3111,Kungyangon,MMR013029
 Total,49345,52949,102294,Kungyangon,MMR013029
