Highest_grade,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 None,5919,9186,15105,Hmawby,MMR013003
 Grade 1,3542,3767,7309,Hmawby,MMR013003
 Grade 2,4580,5545,10125,Hmawby,MMR013003
 Grade 3,7031,8662,15693,Hmawby,MMR013003
 Grade 4,9620,11256,20876,Hmawby,MMR013003
 Grade 5,18488,20369,38857,Hmawby,MMR013003
 Grade 6,7848,7866,15714,Hmawby,MMR013003
 Grade 7,6625,5800,12425,Hmawby,MMR013003
 Grade 8,7470,5975,13445,Hmawby,MMR013003
 Grade 9,8930,6804,15734,Hmawby,MMR013003
 Grade 10,9015,7424,16439,Hmawby,MMR013003
 Grade 11,10364,8928,19292,Hmawby,MMR013003
 College,3189,2710,5899,Hmawby,MMR013003
 Vocational training,258,74,332,Hmawby,MMR013003
 Undergraduate diploma,463,172,635,Hmawby,MMR013003
 Graduate,5526,7637,13163,Hmawby,MMR013003
 Postgraduate diploma,169,260,429,Hmawby,MMR013003
 Master degree,143,216,359,Hmawby,MMR013003
 PhD,21,29,50,Hmawby,MMR013003
 Other,1343,1085,2428,Hmawby,MMR013003
 Total,110544,113765,224309,Hmawby,MMR013003
