Highest_grade,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 None,8513,14809,23322,Palae,MMR005019
 Grade 1,2387,2344,4731,Palae,MMR005019
 Grade 2,2648,3548,6196,Palae,MMR005019
 Grade 3,4373,6241,10614,Palae,MMR005019
 Grade 4,5300,6769,12069,Palae,MMR005019
 Grade 5,16172,17979,34151,Palae,MMR005019
 Grade 6,3726,3639,7365,Palae,MMR005019
 Grade 7,2900,2814,5714,Palae,MMR005019
 Grade 8,2838,2521,5359,Palae,MMR005019
 Grade 9,2956,2484,5440,Palae,MMR005019
 Grade 10,2167,1688,3855,Palae,MMR005019
 Grade 11,2700,2431,5131,Palae,MMR005019
 College,1168,862,2030,Palae,MMR005019
 Vocational training,113,61,174,Palae,MMR005019
 Undergraduate diploma,226,165,391,Palae,MMR005019
 Graduate,1796,2210,4006,Palae,MMR005019
 Postgraduate diploma,23,73,96,Palae,MMR005019
 Master degree,14,63,77,Palae,MMR005019
 PhD,-,2,2,Palae,MMR005019
 Other,562,411,973,Palae,MMR005019
 Total,60582,71114,131696,Palae,MMR005019
