Highest_grade,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 None,656,722,1378,Karathuri(ST),MMR006010
 Grade 1,400,421,821,Karathuri(ST),MMR006010
 Grade 2,552,577,1129,Karathuri(ST),MMR006010
 Grade 3,827,837,1664,Karathuri(ST),MMR006010
 Grade 4,1205,1066,2271,Karathuri(ST),MMR006010
 Grade 5,1683,1414,3097,Karathuri(ST),MMR006010
 Grade 6,826,653,1479,Karathuri(ST),MMR006010
 Grade 7,620,384,1004,Karathuri(ST),MMR006010
 Grade 8,550,301,851,Karathuri(ST),MMR006010
 Grade 9,510,318,828,Karathuri(ST),MMR006010
 Grade 10,329,206,535,Karathuri(ST),MMR006010
 Grade 11,316,213,529,Karathuri(ST),MMR006010
 College,95,74,169,Karathuri(ST),MMR006010
 Vocational training,1,-,1,Karathuri(ST),MMR006010
 Undergraduate diploma,24,8,32,Karathuri(ST),MMR006010
 Graduate,181,111,292,Karathuri(ST),MMR006010
 Postgraduate diploma,5,4,9,Karathuri(ST),MMR006010
 Master degree,10,1,11,Karathuri(ST),MMR006010
 Other,65,22,87,Karathuri(ST),MMR006010
 Total,8855,7332,16187,Karathuri(ST),MMR006010
