Highest_grade,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 None,5290,6954,12244,Dagon Myothit(Seik),MMR013021
 Grade 1,1980,2074,4054,Dagon Myothit(Seik),MMR013021
 Grade 2,2606,3196,5802,Dagon Myothit(Seik),MMR013021
 Grade 3,3848,4978,8826,Dagon Myothit(Seik),MMR013021
 Grade 4,5850,7370,13220,Dagon Myothit(Seik),MMR013021
 Grade 5,10275,12044,22319,Dagon Myothit(Seik),MMR013021
 Grade 6,5748,6096,11844,Dagon Myothit(Seik),MMR013021
 Grade 7,4668,4133,8801,Dagon Myothit(Seik),MMR013021
 Grade 8,5458,4501,9959,Dagon Myothit(Seik),MMR013021
 Grade 9,6470,5144,11614,Dagon Myothit(Seik),MMR013021
 Grade 10,6240,4976,11216,Dagon Myothit(Seik),MMR013021
 Grade 11,8627,7352,15979,Dagon Myothit(Seik),MMR013021
 College,2710,2280,4990,Dagon Myothit(Seik),MMR013021
 Vocational training,145,52,197,Dagon Myothit(Seik),MMR013021
 Undergraduate diploma,263,134,397,Dagon Myothit(Seik),MMR013021
 Graduate,4406,5901,10307,Dagon Myothit(Seik),MMR013021
 Postgraduate diploma,94,145,239,Dagon Myothit(Seik),MMR013021
 Master degree,52,105,157,Dagon Myothit(Seik),MMR013021
 PhD,11,16,27,Dagon Myothit(Seik),MMR013021
 Other,333,192,525,Dagon Myothit(Seik),MMR013021
 Total,75074,77643,152717,Dagon Myothit(Seik),MMR013021
