Highest_grade,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 None,3268,4091,7359,Wuntho,MMR005025
 Grade 1,1098,1016,2114,Wuntho,MMR005025
 Grade 2,1131,1289,2420,Wuntho,MMR005025
 Grade 3,1745,2301,4046,Wuntho,MMR005025
 Grade 4,2564,3173,5737,Wuntho,MMR005025
 Grade 5,10037,10941,20978,Wuntho,MMR005025
 Grade 6,2106,1858,3964,Wuntho,MMR005025
 Grade 7,1895,1540,3435,Wuntho,MMR005025
 Grade 8,2050,1775,3825,Wuntho,MMR005025
 Grade 9,1682,1320,3002,Wuntho,MMR005025
 Grade 10,1828,1817,3645,Wuntho,MMR005025
 Grade 11,914,886,1800,Wuntho,MMR005025
 College,573,686,1259,Wuntho,MMR005025
 Vocational training,28,11,39,Wuntho,MMR005025
 Undergraduate diploma,55,48,103,Wuntho,MMR005025
 Graduate,813,1369,2182,Wuntho,MMR005025
 Postgraduate diploma,11,53,64,Wuntho,MMR005025
 Master degree,14,18,32,Wuntho,MMR005025
 PhD,2,4,6,Wuntho,MMR005025
 Other,7,1,8,Wuntho,MMR005025
 Total,31821,34197,66018,Wuntho,MMR005025
