Highest_grade,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 None,2182,3727,5909,Kyimyindine,MMR013038
 Grade 1,1556,1590,3146,Kyimyindine,MMR013038
 Grade 2,1667,2175,3842,Kyimyindine,MMR013038
 Grade 3,2031,2777,4808,Kyimyindine,MMR013038
 Grade 4,3755,4987,8742,Kyimyindine,MMR013038
 Grade 5,4706,5865,10571,Kyimyindine,MMR013038
 Grade 6,2746,2814,5560,Kyimyindine,MMR013038
 Grade 7,2573,2415,4988,Kyimyindine,MMR013038
 Grade 8,3639,3005,6644,Kyimyindine,MMR013038
 Grade 9,3502,2781,6283,Kyimyindine,MMR013038
 Grade 10,6167,5556,11723,Kyimyindine,MMR013038
 Grade 11,3825,3279,7104,Kyimyindine,MMR013038
 College,2838,2274,5112,Kyimyindine,MMR013038
 Vocational training,136,78,214,Kyimyindine,MMR013038
 Undergraduate diploma,313,114,427,Kyimyindine,MMR013038
 Graduate,6431,10536,16967,Kyimyindine,MMR013038
 Postgraduate diploma,178,399,577,Kyimyindine,MMR013038
 Master degree,132,404,536,Kyimyindine,MMR013038
 PhD,44,85,129,Kyimyindine,MMR013038
 Other,300,242,542,Kyimyindine,MMR013038
 Total,48721,55103,103824,Kyimyindine,MMR013038
