Highest_grade,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 None,3221,3096,6317,Kenglat(ST),MMR016009
 Grade 1,230,210,440,Kenglat(ST),MMR016009
 Grade 2,235,173,408,Kenglat(ST),MMR016009
 Grade 3,234,231,465,Kenglat(ST),MMR016009
 Grade 4,194,211,405,Kenglat(ST),MMR016009
 Grade 5,376,247,623,Kenglat(ST),MMR016009
 Grade 6,162,132,294,Kenglat(ST),MMR016009
 Grade 7,119,92,211,Kenglat(ST),MMR016009
 Grade 8,108,96,204,Kenglat(ST),MMR016009
 Grade 9,112,68,180,Kenglat(ST),MMR016009
 Grade 10,81,52,133,Kenglat(ST),MMR016009
 Grade 11,98,58,156,Kenglat(ST),MMR016009
 College,19,5,24,Kenglat(ST),MMR016009
 Vocational training,3,1,4,Kenglat(ST),MMR016009
 Undergraduate diploma,3,5,8,Kenglat(ST),MMR016009
 Graduate,45,44,89,Kenglat(ST),MMR016009
 Postgraduate diploma,-,1,1,Kenglat(ST),MMR016009
 Master degree,1,-,1,Kenglat(ST),MMR016009
 Other,3,2,5,Kenglat(ST),MMR016009
 Total,5244,4724,9968,Kenglat(ST),MMR016009
