Highest_grade,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 None,3356,4477,7833,Shwedaung,MMR008006
 Grade 1,1538,2017,3555,Shwedaung,MMR008006
 Grade 2,2416,4049,6465,Shwedaung,MMR008006
 Grade 3,3837,5729,9566,Shwedaung,MMR008006
 Grade 4,9464,12280,21744,Shwedaung,MMR008006
 Grade 5,11230,13030,24260,Shwedaung,MMR008006
 Grade 6,3034,2800,5834,Shwedaung,MMR008006
 Grade 7,3044,2408,5452,Shwedaung,MMR008006
 Grade 8,3623,2789,6412,Shwedaung,MMR008006
 Grade 9,3188,2567,5755,Shwedaung,MMR008006
 Grade 10,3871,3659,7530,Shwedaung,MMR008006
 Grade 11,699,589,1288,Shwedaung,MMR008006
 College,751,835,1586,Shwedaung,MMR008006
 Vocational training,58,52,110,Shwedaung,MMR008006
 Undergraduate diploma,149,86,235,Shwedaung,MMR008006
 Graduate,1713,3084,4797,Shwedaung,MMR008006
 Postgraduate diploma,37,59,96,Shwedaung,MMR008006
 Master degree,12,58,70,Shwedaung,MMR008006
 PhD,24,11,35,Shwedaung,MMR008006
 Other,540,523,1063,Shwedaung,MMR008006
 Total,52584,61102,113686,Shwedaung,MMR008006
