Highest_grade,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 None,11541,13118,24659,Kyaidon(ST),MMR003007
 Grade 1,1408,1342,2750,Kyaidon(ST),MMR003007
 Grade 2,1647,1571,3218,Kyaidon(ST),MMR003007
 Grade 3,1945,1671,3616,Kyaidon(ST),MMR003007
 Grade 4,1902,1632,3534,Kyaidon(ST),MMR003007
 Grade 5,2025,1860,3885,Kyaidon(ST),MMR003007
 Grade 6,903,874,1777,Kyaidon(ST),MMR003007
 Grade 7,661,551,1212,Kyaidon(ST),MMR003007
 Grade 8,678,519,1197,Kyaidon(ST),MMR003007
 Grade 9,571,495,1066,Kyaidon(ST),MMR003007
 Grade 10,371,331,702,Kyaidon(ST),MMR003007
 Grade 11,523,452,975,Kyaidon(ST),MMR003007
 College,73,79,152,Kyaidon(ST),MMR003007
 Vocational training,5,3,8,Kyaidon(ST),MMR003007
 Undergraduate diploma,6,16,22,Kyaidon(ST),MMR003007
 Graduate,96,77,173,Kyaidon(ST),MMR003007
 Postgraduate diploma,3,2,5,Kyaidon(ST),MMR003007
 Master degree,1,1,2,Kyaidon(ST),MMR003007
 Other,832,134,966,Kyaidon(ST),MMR003007
 Total,25191,24728,49919,Kyaidon(ST),MMR003007
