Highest_grade,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 None,19345,25214,44559,Pakokku,MMR009018
 Grade 1,3233,3573,6806,Pakokku,MMR009018
 Grade 2,4271,6320,10591,Pakokku,MMR009018
 Grade 3,6136,10151,16287,Pakokku,MMR009018
 Grade 4,8954,14284,23238,Pakokku,MMR009018
 Grade 5,18984,28283,47267,Pakokku,MMR009018
 Grade 6,7403,8076,15479,Pakokku,MMR009018
 Grade 7,6583,6382,12965,Pakokku,MMR009018
 Grade 8,7357,6490,13847,Pakokku,MMR009018
 Grade 9,8080,6434,14514,Pakokku,MMR009018
 Grade 10,8517,7171,15688,Pakokku,MMR009018
 Grade 11,8869,8447,17316,Pakokku,MMR009018
 College,3022,3541,6563,Pakokku,MMR009018
 Vocational training,475,469,944,Pakokku,MMR009018
 Undergraduate diploma,437,310,747,Pakokku,MMR009018
 Graduate,6404,10969,17373,Pakokku,MMR009018
 Postgraduate diploma,141,323,464,Pakokku,MMR009018
 Master degree,163,587,750,Pakokku,MMR009018
 PhD,32,66,98,Pakokku,MMR009018
 Other,309,382,691,Pakokku,MMR009018
 Total,118715,147472,266187,Pakokku,MMR009018
