Highest_grade,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 None,4997,10782,15779,Depayin,MMR005010
 Grade 1,2250,2346,4596,Depayin,MMR005010
 Grade 2,2252,3210,5462,Depayin,MMR005010
 Grade 3,3639,5713,9352,Depayin,MMR005010
 Grade 4,5974,8506,14480,Depayin,MMR005010
 Grade 5,16682,18979,35661,Depayin,MMR005010
 Grade 6,3786,3899,7685,Depayin,MMR005010
 Grade 7,3616,3339,6955,Depayin,MMR005010
 Grade 8,3470,2994,6464,Depayin,MMR005010
 Grade 9,3194,2555,5749,Depayin,MMR005010
 Grade 10,2242,1881,4123,Depayin,MMR005010
 Grade 11,2434,2021,4455,Depayin,MMR005010
 College,961,932,1893,Depayin,MMR005010
 Vocational training,65,56,121,Depayin,MMR005010
 Undergraduate diploma,128,56,184,Depayin,MMR005010
 Graduate,1519,2256,3775,Depayin,MMR005010
 Postgraduate diploma,27,39,66,Depayin,MMR005010
 Master degree,11,47,58,Depayin,MMR005010
 PhD,2,4,6,Depayin,MMR005010
 Other,797,645,1442,Depayin,MMR005010
 Total,58046,70260,128306,Depayin,MMR005010
