Highest_grade,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 None,7558,9579,17137,Kyaukse,MMR010013
 Grade 1,4490,5070,9560,Kyaukse,MMR010013
 Grade 2,6283,7955,14238,Kyaukse,MMR010013
 Grade 3,8634,11105,19739,Kyaukse,MMR010013
 Grade 4,15452,18474,33926,Kyaukse,MMR010013
 Grade 5,23264,25561,48825,Kyaukse,MMR010013
 Grade 6,6953,6853,13806,Kyaukse,MMR010013
 Grade 7,6314,5653,11967,Kyaukse,MMR010013
 Grade 8,6907,5544,12451,Kyaukse,MMR010013
 Grade 9,6282,4831,11113,Kyaukse,MMR010013
 Grade 10,7617,6615,14232,Kyaukse,MMR010013
 Grade 11,2967,2529,5496,Kyaukse,MMR010013
 College,2496,2321,4817,Kyaukse,MMR010013
 Vocational training,262,171,433,Kyaukse,MMR010013
 Undergraduate diploma,642,288,930,Kyaukse,MMR010013
 Graduate,4764,7005,11769,Kyaukse,MMR010013
 Postgraduate diploma,117,233,350,Kyaukse,MMR010013
 Master degree,136,303,439,Kyaukse,MMR010013
 PhD,40,97,137,Kyaukse,MMR010013
 Other,2272,2298,4570,Kyaukse,MMR010013
 Total,113450,122485,235935,Kyaukse,MMR010013
