Highest_grade,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 None,891,1196,2087,Dotphoneyan(ST),MMR001012
 Grade 1,249,231,480,Dotphoneyan(ST),MMR001012
 Grade 2,362,298,660,Dotphoneyan(ST),MMR001012
 Grade 3,526,462,988,Dotphoneyan(ST),MMR001012
 Grade 4,556,485,1041,Dotphoneyan(ST),MMR001012
 Grade 5,727,600,1327,Dotphoneyan(ST),MMR001012
 Grade 6,399,360,759,Dotphoneyan(ST),MMR001012
 Grade 7,336,272,608,Dotphoneyan(ST),MMR001012
 Grade 8,330,241,571,Dotphoneyan(ST),MMR001012
 Grade 9,294,253,547,Dotphoneyan(ST),MMR001012
 Grade 10,186,182,368,Dotphoneyan(ST),MMR001012
 Grade 11,153,153,306,Dotphoneyan(ST),MMR001012
 College,58,43,101,Dotphoneyan(ST),MMR001012
 Vocational training,1,-,1,Dotphoneyan(ST),MMR001012
 Undergraduate diploma,4,12,16,Dotphoneyan(ST),MMR001012
 Graduate,88,91,179,Dotphoneyan(ST),MMR001012
 Postgraduate diploma,1,1,2,Dotphoneyan(ST),MMR001012
 Master degree,-,1,1,Dotphoneyan(ST),MMR001012
 Other,94,73,167,Dotphoneyan(ST),MMR001012
 Total,5255,4954,10209,Dotphoneyan(ST),MMR001012
