Highest_grade,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 None,2606,3418,6024,Mansi,MMR001013
 Grade 1,1129,1085,2214,Mansi,MMR001013
 Grade 2,1484,1523,3007,Mansi,MMR001013
 Grade 3,2343,2319,4662,Mansi,MMR001013
 Grade 4,2579,2626,5205,Mansi,MMR001013
 Grade 5,3984,3848,7832,Mansi,MMR001013
 Grade 6,2022,1947,3969,Mansi,MMR001013
 Grade 7,1646,1619,3265,Mansi,MMR001013
 Grade 8,1470,1452,2922,Mansi,MMR001013
 Grade 9,1404,1350,2754,Mansi,MMR001013
 Grade 10,908,922,1830,Mansi,MMR001013
 Grade 11,901,1033,1934,Mansi,MMR001013
 College,318,352,670,Mansi,MMR001013
 Vocational training,5,13,18,Mansi,MMR001013
 Undergraduate diploma,35,30,65,Mansi,MMR001013
 Graduate,382,578,960,Mansi,MMR001013
 Postgraduate diploma,9,12,21,Mansi,MMR001013
 Master degree,6,7,13,Mansi,MMR001013
 PhD,2,1,3,Mansi,MMR001013
 Other,379,199,578,Mansi,MMR001013
 Total,23612,24334,47946,Mansi,MMR001013
