Highest_grade,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 None,19404,21603,41007,Paingkyon(ST),MMR003002
 Grade 1,2167,1906,4073,Paingkyon(ST),MMR003002
 Grade 2,2217,2142,4359,Paingkyon(ST),MMR003002
 Grade 3,2592,2605,5197,Paingkyon(ST),MMR003002
 Grade 4,2212,2622,4834,Paingkyon(ST),MMR003002
 Grade 5,2723,3282,6005,Paingkyon(ST),MMR003002
 Grade 6,2055,1648,3703,Paingkyon(ST),MMR003002
 Grade 7,817,1046,1863,Paingkyon(ST),MMR003002
 Grade 8,752,828,1580,Paingkyon(ST),MMR003002
 Grade 9,809,823,1632,Paingkyon(ST),MMR003002
 Grade 10,386,551,937,Paingkyon(ST),MMR003002
 Grade 11,582,619,1201,Paingkyon(ST),MMR003002
 College,108,155,263,Paingkyon(ST),MMR003002
 Vocational training,1,5,6,Paingkyon(ST),MMR003002
 Undergraduate diploma,21,11,32,Paingkyon(ST),MMR003002
 Graduate,163,273,436,Paingkyon(ST),MMR003002
 Postgraduate diploma,3,8,11,Paingkyon(ST),MMR003002
 Master degree,-,3,3,Paingkyon(ST),MMR003002
 Other,216,25,241,Paingkyon(ST),MMR003002
 Total,37228,40155,77383,Paingkyon(ST),MMR003002
