Highest_grade,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 None,8020,9664,17684,Kyaikto,MMR011009
 Grade 1,4304,4213,8517,Kyaikto,MMR011009
 Grade 2,5316,6367,11683,Kyaikto,MMR011009
 Grade 3,7598,9510,17108,Kyaikto,MMR011009
 Grade 4,8957,10762,19719,Kyaikto,MMR011009
 Grade 5,13248,14372,27620,Kyaikto,MMR011009
 Grade 6,5119,5139,10258,Kyaikto,MMR011009
 Grade 7,4390,3805,8195,Kyaikto,MMR011009
 Grade 8,4557,3701,8258,Kyaikto,MMR011009
 Grade 9,4919,3579,8498,Kyaikto,MMR011009
 Grade 10,4477,3748,8225,Kyaikto,MMR011009
 Grade 11,4421,3992,8413,Kyaikto,MMR011009
 College,1619,1716,3335,Kyaikto,MMR011009
 Vocational training,101,51,152,Kyaikto,MMR011009
 Undergraduate diploma,199,118,317,Kyaikto,MMR011009
 Graduate,2420,3924,6344,Kyaikto,MMR011009
 Postgraduate diploma,50,97,147,Kyaikto,MMR011009
 Master degree,39,47,86,Kyaikto,MMR011009
 PhD,9,7,16,Kyaikto,MMR011009
 Other,1118,690,1808,Kyaikto,MMR011009
 Total,80881,85502,166383,Kyaikto,MMR011009
