Highest_grade,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 None,2035,3817,5852,Zeyarthiri,MMR018001
 Grade 1,1456,1667,3123,Zeyarthiri,MMR018001
 Grade 2,1994,2720,4714,Zeyarthiri,MMR018001
 Grade 3,2977,4118,7095,Zeyarthiri,MMR018001
 Grade 4,4297,5110,9407,Zeyarthiri,MMR018001
 Grade 5,9651,10450,20101,Zeyarthiri,MMR018001
 Grade 6,3468,3012,6480,Zeyarthiri,MMR018001
 Grade 7,3009,2435,5444,Zeyarthiri,MMR018001
 Grade 8,3149,2226,5375,Zeyarthiri,MMR018001
 Grade 9,3654,2479,6133,Zeyarthiri,MMR018001
 Grade 10,2900,2091,4991,Zeyarthiri,MMR018001
 Grade 11,4222,3729,7951,Zeyarthiri,MMR018001
 College,1738,1357,3095,Zeyarthiri,MMR018001
 Vocational training,149,59,208,Zeyarthiri,MMR018001
 Undergraduate diploma,486,330,816,Zeyarthiri,MMR018001
 Graduate,4059,4117,8176,Zeyarthiri,MMR018001
 Postgraduate diploma,53,91,144,Zeyarthiri,MMR018001
 Master degree,655,364,1019,Zeyarthiri,MMR018001
 PhD,77,81,158,Zeyarthiri,MMR018001
 Other,122,161,283,Zeyarthiri,MMR018001
 Total,50151,50414,100565,Zeyarthiri,MMR018001
