Highest_grade,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 None,3990,5319,9309,Katha,MMR005020
 Grade 1,2620,2649,5269,Katha,MMR005020
 Grade 2,2925,3312,6237,Katha,MMR005020
 Grade 3,4415,5727,10142,Katha,MMR005020
 Grade 4,6654,7835,14489,Katha,MMR005020
 Grade 5,19821,20672,40493,Katha,MMR005020
 Grade 6,6037,5892,11929,Katha,MMR005020
 Grade 7,5024,4811,9835,Katha,MMR005020
 Grade 8,5449,4519,9968,Katha,MMR005020
 Grade 9,5168,4305,9473,Katha,MMR005020
 Grade 10,2921,2885,5806,Katha,MMR005020
 Grade 11,4150,4177,8327,Katha,MMR005020
 College,1311,1287,2598,Katha,MMR005020
 Vocational training,37,47,84,Katha,MMR005020
 Undergraduate diploma,187,110,297,Katha,MMR005020
 Graduate,1899,2732,4631,Katha,MMR005020
 Postgraduate diploma,37,35,72,Katha,MMR005020
 Master degree,12,34,46,Katha,MMR005020
 PhD,3,5,8,Katha,MMR005020
 Other,977,622,1599,Katha,MMR005020
 Total,73637,76975,150612,Katha,MMR005020
