Highest_grade,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 None,2392,4109,6501,Yekyi,MMR017006
 Grade 1,1501,1733,3234,Yekyi,MMR017006
 Grade 2,2023,2882,4905,Yekyi,MMR017006
 Grade 3,3267,4829,8096,Yekyi,MMR017006
 Grade 4,4619,6335,10954,Yekyi,MMR017006
 Grade 5,12142,14643,26785,Yekyi,MMR017006
 Grade 6,2965,2678,5643,Yekyi,MMR017006
 Grade 7,2491,2108,4599,Yekyi,MMR017006
 Grade 8,2877,1892,4769,Yekyi,MMR017006
 Grade 9,2983,1896,4879,Yekyi,MMR017006
 Grade 10,2696,1998,4694,Yekyi,MMR017006
 Grade 11,2466,1953,4419,Yekyi,MMR017006
 College,830,785,1615,Yekyi,MMR017006
 Vocational training,25,27,52,Yekyi,MMR017006
 Undergraduate diploma,63,39,102,Yekyi,MMR017006
 Graduate,1351,2155,3506,Yekyi,MMR017006
 Postgraduate diploma,17,39,56,Yekyi,MMR017006
 Master degree,7,18,25,Yekyi,MMR017006
 PhD,2,2,4,Yekyi,MMR017006
 Other,668,779,1447,Yekyi,MMR017006
 Total,45385,50900,96285,Yekyi,MMR017006
