Highest_grade,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 None,5043,6132,11175,Kyauktan,MMR013024
 Grade 1,1895,2069,3964,Kyauktan,MMR013024
 Grade 2,2604,3197,5801,Kyauktan,MMR013024
 Grade 3,3955,5010,8965,Kyauktan,MMR013024
 Grade 4,7684,9215,16899,Kyauktan,MMR013024
 Grade 5,14415,16213,30628,Kyauktan,MMR013024
 Grade 6,3533,3537,7070,Kyauktan,MMR013024
 Grade 7,3145,2695,5840,Kyauktan,MMR013024
 Grade 8,3519,2802,6321,Kyauktan,MMR013024
 Grade 9,3365,2689,6054,Kyauktan,MMR013024
 Grade 10,4232,3495,7727,Kyauktan,MMR013024
 Grade 11,1756,1238,2994,Kyauktan,MMR013024
 College,1592,1160,2752,Kyauktan,MMR013024
 Vocational training,87,46,133,Kyauktan,MMR013024
 Undergraduate diploma,119,76,195,Kyauktan,MMR013024
 Graduate,2065,3532,5597,Kyauktan,MMR013024
 Postgraduate diploma,36,95,131,Kyauktan,MMR013024
 Master degree,13,49,62,Kyauktan,MMR013024
 PhD,8,14,22,Kyauktan,MMR013024
 Other,160,128,288,Kyauktan,MMR013024
 Total,59226,63392,122618,Kyauktan,MMR013024
