Highest_grade,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 None,6895,9781,16676,Minhla,MMR009013
 Grade 1,1743,1917,3660,Minhla,MMR009013
 Grade 2,2829,3791,6620,Minhla,MMR009013
 Grade 3,4806,6295,11101,Minhla,MMR009013
 Grade 4,6350,7182,13532,Minhla,MMR009013
 Grade 5,18445,17099,35544,Minhla,MMR009013
 Grade 6,4284,3869,8153,Minhla,MMR009013
 Grade 7,3273,2654,5927,Minhla,MMR009013
 Grade 8,3379,2492,5871,Minhla,MMR009013
 Grade 9,4081,2454,6535,Minhla,MMR009013
 Grade 10,3104,2154,5258,Minhla,MMR009013
 Grade 11,3874,2946,6820,Minhla,MMR009013
 College,1306,1054,2360,Minhla,MMR009013
 Vocational training,103,79,182,Minhla,MMR009013
 Undergraduate diploma,167,74,241,Minhla,MMR009013
 Graduate,2009,2712,4721,Minhla,MMR009013
 Postgraduate diploma,28,42,70,Minhla,MMR009013
 Master degree,16,51,67,Minhla,MMR009013
 PhD,3,5,8,Minhla,MMR009013
 Other,793,605,1398,Minhla,MMR009013
 Total,67488,67256,134744,Minhla,MMR009013
