Highest_grade,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 None,396,1093,1489,Sonemara(ST),MMR005035
 Grade 1,146,148,294,Sonemara(ST),MMR005035
 Grade 2,126,138,264,Sonemara(ST),MMR005035
 Grade 3,143,150,293,Sonemara(ST),MMR005035
 Grade 4,193,132,325,Sonemara(ST),MMR005035
 Grade 5,205,130,335,Sonemara(ST),MMR005035
 Grade 6,177,105,282,Sonemara(ST),MMR005035
 Grade 7,144,99,243,Sonemara(ST),MMR005035
 Grade 8,140,83,223,Sonemara(ST),MMR005035
 Grade 9,201,112,313,Sonemara(ST),MMR005035
 Grade 10,187,181,368,Sonemara(ST),MMR005035
 Grade 11,135,173,308,Sonemara(ST),MMR005035
 College,40,37,77,Sonemara(ST),MMR005035
 Vocational training,1,2,3,Sonemara(ST),MMR005035
 Undergraduate diploma,7,6,13,Sonemara(ST),MMR005035
 Graduate,25,33,58,Sonemara(ST),MMR005035
 Postgraduate diploma,5,1,6,Sonemara(ST),MMR005035
 Master degree,7,-,7,Sonemara(ST),MMR005035
 PhD,1,-,1,Sonemara(ST),MMR005035
 Other,8,33,41,Sonemara(ST),MMR005035
 Total,2287,2656,4943,Sonemara(ST),MMR005035
