Highest_grade,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 None,32483,43434,75917,Hpa-an,MMR003001
 Grade 1,10370,10234,20604,Hpa-an,MMR003001
 Grade 2,12324,13015,25339,Hpa-an,MMR003001
 Grade 3,15969,16949,32918,Hpa-an,MMR003001
 Grade 4,15804,17266,33070,Hpa-an,MMR003001
 Grade 5,23787,26518,50305,Hpa-an,MMR003001
 Grade 6,13525,12113,25638,Hpa-an,MMR003001
 Grade 7,8822,8853,17675,Hpa-an,MMR003001
 Grade 8,9010,8319,17329,Hpa-an,MMR003001
 Grade 9,9795,8178,17973,Hpa-an,MMR003001
 Grade 10,7061,6261,13322,Hpa-an,MMR003001
 Grade 11,9647,9545,19192,Hpa-an,MMR003001
 College,2852,3412,6264,Hpa-an,MMR003001
 Vocational training,233,149,382,Hpa-an,MMR003001
 Undergraduate diploma,475,533,1008,Hpa-an,MMR003001
 Graduate,5255,8314,13569,Hpa-an,MMR003001
 Postgraduate diploma,173,456,629,Hpa-an,MMR003001
 Master degree,142,257,399,Hpa-an,MMR003001
 PhD,26,31,57,Hpa-an,MMR003001
 Other,2461,954,3415,Hpa-an,MMR003001
 Total,180214,194791,375005,Hpa-an,MMR003001
