Highest_grade,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 None,8515,14147,22662,Kalay,MMR014005
 Grade 1,5825,6435,12260,Kalay,MMR014005
 Grade 2,6449,8228,14677,Kalay,MMR014005
 Grade 3,9340,11758,21098,Kalay,MMR014005
 Grade 4,14302,16866,31168,Kalay,MMR014005
 Grade 5,28024,28768,56792,Kalay,MMR014005
 Grade 6,11088,10830,21918,Kalay,MMR014005
 Grade 7,10301,9219,19520,Kalay,MMR014005
 Grade 8,11422,9913,21335,Kalay,MMR014005
 Grade 9,11851,10536,22387,Kalay,MMR014005
 Grade 10,10786,11349,22135,Kalay,MMR014005
 Grade 11,8787,9627,18414,Kalay,MMR014005
 College,4375,4295,8670,Kalay,MMR014005
 Vocational training,201,166,367,Kalay,MMR014005
 Undergraduate diploma,348,267,615,Kalay,MMR014005
 Graduate,6633,9653,16286,Kalay,MMR014005
 Postgraduate diploma,188,245,433,Kalay,MMR014005
 Master degree,240,254,494,Kalay,MMR014005
 PhD,51,34,85,Kalay,MMR014005
 Other,2016,1671,3687,Kalay,MMR014005
 Total,150742,164261,315003,Kalay,MMR014005
