Highest_grade,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 None,1820,2104,3924,Shwegu,MMR001011
 Grade 1,1249,1248,2497,Shwegu,MMR001011
 Grade 2,1588,1894,3482,Shwegu,MMR001011
 Grade 3,2764,3541,6305,Shwegu,MMR001011
 Grade 4,3856,4456,8312,Shwegu,MMR001011
 Grade 5,11018,10555,21573,Shwegu,MMR001011
 Grade 6,3425,3158,6583,Shwegu,MMR001011
 Grade 7,3002,2564,5566,Shwegu,MMR001011
 Grade 8,2914,2457,5371,Shwegu,MMR001011
 Grade 9,2768,2383,5151,Shwegu,MMR001011
 Grade 10,1740,1744,3484,Shwegu,MMR001011
 Grade 11,2052,2205,4257,Shwegu,MMR001011
 College,680,852,1532,Shwegu,MMR001011
 Vocational training,29,19,48,Shwegu,MMR001011
 Undergraduate diploma,89,67,156,Shwegu,MMR001011
 Graduate,868,1600,2468,Shwegu,MMR001011
 Postgraduate diploma,17,30,47,Shwegu,MMR001011
 Master degree,14,23,37,Shwegu,MMR001011
 PhD,-,1,1,Shwegu,MMR001011
 Other,628,133,761,Shwegu,MMR001011
 Total,40521,41034,81555,Shwegu,MMR001011
