Highest_grade,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 None,3012,3368,6380,Momeik,MMR015017
 Grade 1,1024,912,1936,Momeik,MMR015017
 Grade 2,1464,1446,2910,Momeik,MMR015017
 Grade 3,2160,2340,4500,Momeik,MMR015017
 Grade 4,2712,2900,5612,Momeik,MMR015017
 Grade 5,7419,7517,14936,Momeik,MMR015017
 Grade 6,2077,2006,4083,Momeik,MMR015017
 Grade 7,1678,1655,3333,Momeik,MMR015017
 Grade 8,1494,1325,2819,Momeik,MMR015017
 Grade 9,1471,1200,2671,Momeik,MMR015017
 Grade 10,920,869,1789,Momeik,MMR015017
 Grade 11,1510,1548,3058,Momeik,MMR015017
 College,358,441,799,Momeik,MMR015017
 Vocational training,21,11,32,Momeik,MMR015017
 Undergraduate diploma,45,37,82,Momeik,MMR015017
 Graduate,748,1120,1868,Momeik,MMR015017
 Postgraduate diploma,30,46,76,Momeik,MMR015017
 Master degree,9,6,15,Momeik,MMR015017
 PhD,3,-,3,Momeik,MMR015017
 Other,310,100,410,Momeik,MMR015017
 Total,28465,28847,57312,Momeik,MMR015017
