Highest_grade,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 None,4506,5843,10349,Monyo,MMR008013
 Grade 1,2477,3016,5493,Monyo,MMR008013
 Grade 2,3406,4874,8280,Monyo,MMR008013
 Grade 3,4485,6228,10713,Monyo,MMR008013
 Grade 4,10986,13410,24396,Monyo,MMR008013
 Grade 5,9988,11540,21528,Monyo,MMR008013
 Grade 6,3448,3211,6659,Monyo,MMR008013
 Grade 7,3456,2651,6107,Monyo,MMR008013
 Grade 8,3463,2377,5840,Monyo,MMR008013
 Grade 9,3112,2216,5328,Monyo,MMR008013
 Grade 10,2902,2459,5361,Monyo,MMR008013
 Grade 11,711,651,1362,Monyo,MMR008013
 College,570,651,1221,Monyo,MMR008013
 Vocational training,45,38,83,Monyo,MMR008013
 Undergraduate diploma,79,60,139,Monyo,MMR008013
 Graduate,1013,1669,2682,Monyo,MMR008013
 Postgraduate diploma,5,17,22,Monyo,MMR008013
 Master degree,3,9,12,Monyo,MMR008013
 PhD,2,1,3,Monyo,MMR008013
 Other,736,877,1613,Monyo,MMR008013
 Total,55393,61798,117191,Monyo,MMR008013
