Highest_grade,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 None,3459,5813,9272,Thakayta,MMR013013
 Grade 1,1728,1827,3555,Thakayta,MMR013013
 Grade 2,2293,2793,5086,Thakayta,MMR013013
 Grade 3,3091,4397,7488,Thakayta,MMR013013
 Grade 4,5087,7063,12150,Thakayta,MMR013013
 Grade 5,9780,12595,22375,Thakayta,MMR013013
 Grade 6,6218,6989,13207,Thakayta,MMR013013
 Grade 7,5798,5553,11351,Thakayta,MMR013013
 Grade 8,7817,6675,14492,Thakayta,MMR013013
 Grade 9,10968,8652,19620,Thakayta,MMR013013
 Grade 10,10498,8356,18854,Thakayta,MMR013013
 Grade 11,16580,13632,30212,Thakayta,MMR013013
 College,6157,4853,11010,Thakayta,MMR013013
 Vocational training,404,104,508,Thakayta,MMR013013
 Undergraduate diploma,566,182,748,Thakayta,MMR013013
 Graduate,9598,16433,26031,Thakayta,MMR013013
 Postgraduate diploma,234,366,600,Thakayta,MMR013013
 Master degree,120,388,508,Thakayta,MMR013013
 PhD,32,79,111,Thakayta,MMR013013
 Other,279,245,524,Thakayta,MMR013013
 Total,100707,106995,207702,Thakayta,MMR013013
