Highest_grade,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 None,6724,7858,14582,Kyaukkyi,MMR007011
 Grade 1,2694,2673,5367,Kyaukkyi,MMR007011
 Grade 2,3649,4065,7714,Kyaukkyi,MMR007011
 Grade 3,4866,5855,10721,Kyaukkyi,MMR007011
 Grade 4,5402,6394,11796,Kyaukkyi,MMR007011
 Grade 5,8627,9770,18397,Kyaukkyi,MMR007011
 Grade 6,3317,3516,6833,Kyaukkyi,MMR007011
 Grade 7,2565,2488,5053,Kyaukkyi,MMR007011
 Grade 8,2565,2174,4739,Kyaukkyi,MMR007011
 Grade 9,2226,2051,4277,Kyaukkyi,MMR007011
 Grade 10,1741,1743,3484,Kyaukkyi,MMR007011
 Grade 11,1824,1983,3807,Kyaukkyi,MMR007011
 College,484,591,1075,Kyaukkyi,MMR007011
 Vocational training,13,11,24,Kyaukkyi,MMR007011
 Undergraduate diploma,81,71,152,Kyaukkyi,MMR007011
 Graduate,715,1265,1980,Kyaukkyi,MMR007011
 Postgraduate diploma,19,14,33,Kyaukkyi,MMR007011
 Master degree,15,14,29,Kyaukkyi,MMR007011
 PhD,1,1,2,Kyaukkyi,MMR007011
 Other,463,360,823,Kyaukkyi,MMR007011
 Total,47991,52897,100888,Kyaukkyi,MMR007011
