Highest_grade,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 None,52264,58419,110683,Tantyan,MMR015004
 Grade 1,2710,2487,5197,Tantyan,MMR015004
 Grade 2,2600,2575,5175,Tantyan,MMR015004
 Grade 3,2861,2748,5609,Tantyan,MMR015004
 Grade 4,2835,2926,5761,Tantyan,MMR015004
 Grade 5,3679,2823,6502,Tantyan,MMR015004
 Grade 6,1471,1288,2759,Tantyan,MMR015004
 Grade 7,1229,1111,2340,Tantyan,MMR015004
 Grade 8,1145,1033,2178,Tantyan,MMR015004
 Grade 9,1071,887,1958,Tantyan,MMR015004
 Grade 10,1058,1237,2295,Tantyan,MMR015004
 Grade 11,504,531,1035,Tantyan,MMR015004
 College,254,280,534,Tantyan,MMR015004
 Vocational training,17,20,37,Tantyan,MMR015004
 Undergraduate diploma,36,38,74,Tantyan,MMR015004
 Graduate,471,635,1106,Tantyan,MMR015004
 Postgraduate diploma,31,72,103,Tantyan,MMR015004
 Master degree,24,3,27,Tantyan,MMR015004
 PhD,-,1,1,Tantyan,MMR015004
 Other,297,128,425,Tantyan,MMR015004
 Total,74557,79242,153799,Tantyan,MMR015004
