Highest_grade,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 None,3483,3774,7257,Talay(ST),MMR016009
 Grade 1,292,281,573,Talay(ST),MMR016009
 Grade 2,333,277,610,Talay(ST),MMR016009
 Grade 3,457,403,860,Talay(ST),MMR016009
 Grade 4,474,360,834,Talay(ST),MMR016009
 Grade 5,662,499,1161,Talay(ST),MMR016009
 Grade 6,477,341,818,Talay(ST),MMR016009
 Grade 7,348,312,660,Talay(ST),MMR016009
 Grade 8,411,284,695,Talay(ST),MMR016009
 Grade 9,398,312,710,Talay(ST),MMR016009
 Grade 10,239,201,440,Talay(ST),MMR016009
 Grade 11,387,357,744,Talay(ST),MMR016009
 College,42,32,74,Talay(ST),MMR016009
 Vocational training,9,2,11,Talay(ST),MMR016009
 Undergraduate diploma,19,8,27,Talay(ST),MMR016009
 Graduate,153,131,284,Talay(ST),MMR016009
 Postgraduate diploma,2,2,4,Talay(ST),MMR016009
 Master degree,8,2,10,Talay(ST),MMR016009
 PhD,1,-,1,Talay(ST),MMR016009
 Other,467,316,783,Talay(ST),MMR016009
 Total,8662,7894,16556,Talay(ST),MMR016009
