Highest_grade,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 None,14951,18428,33379,Myaungmya,MMR017014
 Grade 1,6528,6254,12782,Myaungmya,MMR017014
 Grade 2,8583,9163,17746,Myaungmya,MMR017014
 Grade 3,12191,13511,25702,Myaungmya,MMR017014
 Grade 4,12748,14060,26808,Myaungmya,MMR017014
 Grade 5,29955,31717,61672,Myaungmya,MMR017014
 Grade 6,8108,7932,16040,Myaungmya,MMR017014
 Grade 7,6219,5475,11694,Myaungmya,MMR017014
 Grade 8,6406,5385,11791,Myaungmya,MMR017014
 Grade 9,7098,5692,12790,Myaungmya,MMR017014
 Grade 10,5546,4794,10340,Myaungmya,MMR017014
 Grade 11,6343,6474,12817,Myaungmya,MMR017014
 College,1406,1930,3336,Myaungmya,MMR017014
 Vocational training,138,89,227,Myaungmya,MMR017014
 Undergraduate diploma,248,167,415,Myaungmya,MMR017014
 Graduate,2909,5223,8132,Myaungmya,MMR017014
 Postgraduate diploma,96,313,409,Myaungmya,MMR017014
 Master degree,31,77,108,Myaungmya,MMR017014
 PhD,13,8,21,Myaungmya,MMR017014
 Other,2503,2241,4744,Myaungmya,MMR017014
 Total,132020,138933,270953,Myaungmya,MMR017014
