Highest_grade,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 None,17774,23223,40997,Kyaikemaraw,MMR011002
 Grade 1,4537,4425,8962,Kyaikemaraw,MMR011002
 Grade 2,6387,6983,13370,Kyaikemaraw,MMR011002
 Grade 3,8503,9341,17844,Kyaikemaraw,MMR011002
 Grade 4,7863,9040,16903,Kyaikemaraw,MMR011002
 Grade 5,12608,13799,26407,Kyaikemaraw,MMR011002
 Grade 6,5301,5774,11075,Kyaikemaraw,MMR011002
 Grade 7,4311,4517,8828,Kyaikemaraw,MMR011002
 Grade 8,3957,3908,7865,Kyaikemaraw,MMR011002
 Grade 9,3681,3567,7248,Kyaikemaraw,MMR011002
 Grade 10,2057,2122,4179,Kyaikemaraw,MMR011002
 Grade 11,2424,2582,5006,Kyaikemaraw,MMR011002
 College,723,780,1503,Kyaikemaraw,MMR011002
 Vocational training,65,14,79,Kyaikemaraw,MMR011002
 Undergraduate diploma,40,69,109,Kyaikemaraw,MMR011002
 Graduate,974,1923,2897,Kyaikemaraw,MMR011002
 Postgraduate diploma,23,27,50,Kyaikemaraw,MMR011002
 Master degree,17,23,40,Kyaikemaraw,MMR011002
 PhD,2,-,2,Kyaikemaraw,MMR011002
 Other,328,121,449,Kyaikemaraw,MMR011002
 Total,81575,92238,173813,Kyaikemaraw,MMR011002
