Highest_grade,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 None,9762,12478,22240,Nyaungdon,MMR017021
 Grade 1,3447,3412,6859,Nyaungdon,MMR017021
 Grade 2,4304,5293,9597,Nyaungdon,MMR017021
 Grade 3,7224,9195,16419,Nyaungdon,MMR017021
 Grade 4,8697,10372,19069,Nyaungdon,MMR017021
 Grade 5,27410,29863,57273,Nyaungdon,MMR017021
 Grade 6,6070,5560,11630,Nyaungdon,MMR017021
 Grade 7,4794,3955,8749,Nyaungdon,MMR017021
 Grade 8,5219,3658,8877,Nyaungdon,MMR017021
 Grade 9,5219,3581,8800,Nyaungdon,MMR017021
 Grade 10,4152,3319,7471,Nyaungdon,MMR017021
 Grade 11,5142,4251,9393,Nyaungdon,MMR017021
 College,1469,1282,2751,Nyaungdon,MMR017021
 Vocational training,78,37,115,Nyaungdon,MMR017021
 Undergraduate diploma,145,111,256,Nyaungdon,MMR017021
 Graduate,2056,3317,5373,Nyaungdon,MMR017021
 Postgraduate diploma,46,100,146,Nyaungdon,MMR017021
 Master degree,16,43,59,Nyaungdon,MMR017021
 PhD,3,3,6,Nyaungdon,MMR017021
 Other,591,493,1084,Nyaungdon,MMR017021
 Total,95844,100323,196167,Nyaungdon,MMR017021
