Highest_grade,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 None,4875,5772,10647,Kunhing,MMR014014
 Grade 1,489,424,913,Kunhing,MMR014014
 Grade 2,524,454,978,Kunhing,MMR014014
 Grade 3,451,403,854,Kunhing,MMR014014
 Grade 4,418,415,833,Kunhing,MMR014014
 Grade 5,978,563,1541,Kunhing,MMR014014
 Grade 6,320,322,642,Kunhing,MMR014014
 Grade 7,252,235,487,Kunhing,MMR014014
 Grade 8,285,232,517,Kunhing,MMR014014
 Grade 9,405,270,675,Kunhing,MMR014014
 Grade 10,256,233,489,Kunhing,MMR014014
 Grade 11,292,359,651,Kunhing,MMR014014
 College,74,70,144,Kunhing,MMR014014
 Vocational training,14,9,23,Kunhing,MMR014014
 Undergraduate diploma,27,16,43,Kunhing,MMR014014
 Graduate,184,203,387,Kunhing,MMR014014
 Postgraduate diploma,18,-,18,Kunhing,MMR014014
 Master degree,16,3,19,Kunhing,MMR014014
 PhD,-,1,1,Kunhing,MMR014014
 Other,36,18,54,Kunhing,MMR014014
 Total,9914,10002,19916,Kunhing,MMR014014
