Highest_grade,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 None,8096,8894,16990,Ngaputaw,MMR017004
 Grade 1,4354,4108,8462,Ngaputaw,MMR017004
 Grade 2,5585,6037,11622,Ngaputaw,MMR017004
 Grade 3,8075,8663,16738,Ngaputaw,MMR017004
 Grade 4,8692,9099,17791,Ngaputaw,MMR017004
 Grade 5,16110,15676,31786,Ngaputaw,MMR017004
 Grade 6,4951,4691,9642,Ngaputaw,MMR017004
 Grade 7,3530,3033,6563,Ngaputaw,MMR017004
 Grade 8,3282,2665,5947,Ngaputaw,MMR017004
 Grade 9,3251,2994,6245,Ngaputaw,MMR017004
 Grade 10,2422,2538,4960,Ngaputaw,MMR017004
 Grade 11,2356,2573,4929,Ngaputaw,MMR017004
 College,754,771,1525,Ngaputaw,MMR017004
 Vocational training,192,153,345,Ngaputaw,MMR017004
 Undergraduate diploma,115,94,209,Ngaputaw,MMR017004
 Graduate,1125,1966,3091,Ngaputaw,MMR017004
 Postgraduate diploma,21,72,93,Ngaputaw,MMR017004
 Master degree,10,49,59,Ngaputaw,MMR017004
 PhD,1,2,3,Ngaputaw,MMR017004
 Other,2455,1784,4239,Ngaputaw,MMR017004
 Total,75377,75862,151239,Ngaputaw,MMR017004
