Highest_grade,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 None,110,202,312,Pannandin(ST),MMR001017
 Grade 1,61,55,116,Pannandin(ST),MMR001017
 Grade 2,68,43,111,Pannandin(ST),MMR001017
 Grade 3,67,68,135,Pannandin(ST),MMR001017
 Grade 4,72,73,145,Pannandin(ST),MMR001017
 Grade 5,113,91,204,Pannandin(ST),MMR001017
 Grade 6,63,30,93,Pannandin(ST),MMR001017
 Grade 7,37,29,66,Pannandin(ST),MMR001017
 Grade 8,43,26,69,Pannandin(ST),MMR001017
 Grade 9,36,21,57,Pannandin(ST),MMR001017
 Grade 10,68,40,108,Pannandin(ST),MMR001017
 Grade 11,25,9,34,Pannandin(ST),MMR001017
 College,1,4,5,Pannandin(ST),MMR001017
 Graduate,7,1,8,Pannandin(ST),MMR001017
 Total,771,692,1463,Pannandin(ST),MMR001017
