Highest_grade,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 None,4037,6010,10047,Danubyu,MMR017022
 Grade 1,3204,3370,6574,Danubyu,MMR017022
 Grade 2,4066,5416,9482,Danubyu,MMR017022
 Grade 3,6387,8634,15021,Danubyu,MMR017022
 Grade 4,7851,10009,17860,Danubyu,MMR017022
 Grade 5,20465,24087,44552,Danubyu,MMR017022
 Grade 6,4692,4419,9111,Danubyu,MMR017022
 Grade 7,3929,3352,7281,Danubyu,MMR017022
 Grade 8,4284,3017,7301,Danubyu,MMR017022
 Grade 9,4481,3018,7499,Danubyu,MMR017022
 Grade 10,3648,2945,6593,Danubyu,MMR017022
 Grade 11,3848,3276,7124,Danubyu,MMR017022
 College,1239,1278,2517,Danubyu,MMR017022
 Vocational training,48,40,88,Danubyu,MMR017022
 Undergraduate diploma,171,73,244,Danubyu,MMR017022
 Graduate,1880,3374,5254,Danubyu,MMR017022
 Postgraduate diploma,21,73,94,Danubyu,MMR017022
 Master degree,16,45,61,Danubyu,MMR017022
 PhD,1,6,7,Danubyu,MMR017022
 Other,3765,3687,7452,Danubyu,MMR017022
 Total,78033,86129,164162,Danubyu,MMR017022
