Highest_grade,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 None,9067,10353,19420,MuSe,MMR015009
 Grade 1,1767,1425,3192,MuSe,MMR015009
 Grade 2,2102,1978,4080,MuSe,MMR015009
 Grade 3,3146,3231,6377,MuSe,MMR015009
 Grade 4,3663,3643,7306,MuSe,MMR015009
 Grade 5,6717,6046,12763,MuSe,MMR015009
 Grade 6,4137,3490,7627,MuSe,MMR015009
 Grade 7,3251,2922,6173,MuSe,MMR015009
 Grade 8,3504,2918,6422,MuSe,MMR015009
 Grade 9,4357,3434,7791,MuSe,MMR015009
 Grade 10,3123,2428,5551,MuSe,MMR015009
 Grade 11,5655,4743,10398,MuSe,MMR015009
 College,1812,1302,3114,MuSe,MMR015009
 Vocational training,40,34,74,MuSe,MMR015009
 Undergraduate diploma,92,64,156,MuSe,MMR015009
 Graduate,2829,3262,6091,MuSe,MMR015009
 Postgraduate diploma,47,37,84,MuSe,MMR015009
 Master degree,28,28,56,MuSe,MMR015009
 PhD,7,4,11,MuSe,MMR015009
 Other,274,88,362,MuSe,MMR015009
 Total,55618,51430,107048,MuSe,MMR015009
