Highest_grade,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 None,3170,6023,9193,Paukkhaung,MMR008002
 Grade 1,1858,2196,4054,Paukkhaung,MMR008002
 Grade 2,3145,4020,7165,Paukkhaung,MMR008002
 Grade 3,5168,6025,11193,Paukkhaung,MMR008002
 Grade 4,7952,8458,16410,Paukkhaung,MMR008002
 Grade 5,19030,17877,36907,Paukkhaung,MMR008002
 Grade 6,3215,2774,5989,Paukkhaung,MMR008002
 Grade 7,2847,2275,5122,Paukkhaung,MMR008002
 Grade 8,2559,1884,4443,Paukkhaung,MMR008002
 Grade 9,2374,1961,4335,Paukkhaung,MMR008002
 Grade 10,2306,2220,4526,Paukkhaung,MMR008002
 Grade 11,759,723,1482,Paukkhaung,MMR008002
 College,609,645,1254,Paukkhaung,MMR008002
 Vocational training,67,51,118,Paukkhaung,MMR008002
 Undergraduate diploma,104,58,162,Paukkhaung,MMR008002
 Graduate,1013,1998,3011,Paukkhaung,MMR008002
 Postgraduate diploma,13,29,42,Paukkhaung,MMR008002
 Master degree,10,16,26,Paukkhaung,MMR008002
 PhD,-,3,3,Paukkhaung,MMR008002
 Other,62,42,104,Paukkhaung,MMR008002
 Total,56261,59278,115539,Paukkhaung,MMR008002
